ID,sentimiento
60491,positivo
60492,negativo
60493,negativo
60494,positivo
60495,negativo
60496,positivo
60497,positivo
60498,positivo
60499,negativo
60500,positivo
60501,positivo
60502,positivo
60503,negativo
60504,positivo
60505,positivo
60506,positivo
60507,positivo
60508,negativo
60509,positivo
60510,positivo
60511,positivo
60512,negativo
60513,positivo
60514,positivo
60515,positivo
60516,negativo
60517,positivo
60518,positivo
60519,positivo
60520,negativo
60521,negativo
60522,positivo
60523,positivo
60524,positivo
60525,negativo
60526,positivo
60527,positivo
60528,negativo
60529,negativo
60530,positivo
60531,positivo
60532,positivo
60533,negativo
60534,positivo
60535,positivo
60536,positivo
60537,positivo
60538,negativo
60539,negativo
60540,negativo
60541,negativo
60542,positivo
60543,negativo
60544,positivo
60545,negativo
60546,negativo
60547,positivo
60548,positivo
60549,positivo
60550,negativo
60551,positivo
60552,positivo
60553,negativo
60554,positivo
60555,positivo
60556,positivo
60557,positivo
60558,negativo
60559,positivo
60560,negativo
60561,negativo
60562,negativo
60563,positivo
60564,positivo
60565,positivo
60566,positivo
60567,positivo
60568,positivo
60569,positivo
60570,positivo
60571,positivo
60572,positivo
60573,positivo
60574,positivo
60575,positivo
60576,positivo
60577,positivo
60578,positivo
60579,positivo
60580,negativo
60581,positivo
60582,positivo
60583,positivo
60584,negativo
60585,positivo
60586,positivo
60587,positivo
60588,positivo
60589,negativo
60590,positivo
60591,negativo
60592,positivo
60593,positivo
60594,positivo
60595,negativo
60596,negativo
60597,negativo
60598,positivo
60599,positivo
60600,positivo
60601,positivo
60602,positivo
60603,positivo
60604,negativo
60605,positivo
60606,positivo
60607,positivo
60608,negativo
60609,positivo
60610,positivo
60611,positivo
60612,negativo
60613,negativo
60614,positivo
60615,positivo
60616,negativo
60617,negativo
60618,negativo
60619,negativo
60620,positivo
60621,positivo
60622,positivo
60623,positivo
60624,positivo
60625,positivo
60626,positivo
60627,negativo
60628,positivo
60629,positivo
60630,positivo
60631,positivo
60632,negativo
60633,positivo
60634,negativo
60635,positivo
60636,positivo
60637,positivo
60638,negativo
60639,negativo
60640,positivo
60641,positivo
60642,positivo
60643,positivo
60644,positivo
60645,negativo
60646,positivo
60647,positivo
60648,positivo
60649,positivo
60650,negativo
60651,positivo
60652,positivo
60653,positivo
60654,negativo
60655,positivo
60656,positivo
60657,positivo
60658,negativo
60659,positivo
60660,positivo
60661,positivo
60662,positivo
60663,positivo
60664,positivo
60665,positivo
60666,positivo
60667,positivo
60668,positivo
60669,positivo
60670,positivo
60671,positivo
60672,positivo
60673,positivo
60674,positivo
60675,positivo
60676,negativo
60677,positivo
60678,positivo
60679,positivo
60680,negativo
60681,positivo
60682,negativo
60683,positivo
60684,positivo
60685,positivo
60686,positivo
60687,negativo
60688,positivo
60689,negativo
60690,positivo
60691,negativo
60692,positivo
60693,negativo
60694,positivo
60695,positivo
60696,negativo
60697,positivo
60698,positivo
60699,negativo
60700,negativo
60701,negativo
60702,positivo
60703,positivo
60704,positivo
60705,negativo
60706,positivo
60707,positivo
60708,positivo
60709,positivo
60710,positivo
60711,negativo
60712,negativo
60713,positivo
60714,positivo
60715,positivo
60716,positivo
60717,positivo
60718,positivo
60719,positivo
60720,positivo
60721,positivo
60722,positivo
60723,negativo
60724,negativo
60725,negativo
60726,negativo
60727,positivo
60728,negativo
60729,positivo
60730,positivo
60731,positivo
60732,positivo
60733,negativo
60734,negativo
60735,positivo
60736,positivo
60737,positivo
60738,positivo
60739,negativo
60740,positivo
60741,positivo
60742,positivo
60743,positivo
60744,negativo
60745,negativo
60746,negativo
60747,positivo
60748,positivo
60749,positivo
60750,positivo
60751,positivo
60752,negativo
60753,positivo
60754,negativo
60755,positivo
60756,positivo
60757,positivo
60758,positivo
60759,positivo
60760,negativo
60761,positivo
60762,positivo
60763,positivo
60764,positivo
60765,negativo
60766,negativo
60767,positivo
60768,positivo
60769,positivo
60770,positivo
60771,positivo
60772,positivo
60773,positivo
60774,negativo
60775,positivo
60776,positivo
60777,positivo
60778,positivo
60779,positivo
60780,positivo
60781,positivo
60782,positivo
60783,positivo
60784,positivo
60785,positivo
60786,positivo
60787,positivo
60788,positivo
60789,positivo
60790,positivo
60791,positivo
60792,negativo
60793,positivo
60794,negativo
60795,negativo
60796,positivo
60797,negativo
60798,positivo
60799,negativo
60800,negativo
60801,negativo
60802,negativo
60803,positivo
60804,positivo
60805,positivo
60806,positivo
60807,negativo
60808,positivo
60809,negativo
60810,negativo
60811,positivo
60812,positivo
60813,positivo
60814,positivo
60815,negativo
60816,positivo
60817,positivo
60818,positivo
60819,positivo
60820,positivo
60821,negativo
60822,positivo
60823,negativo
60824,positivo
60825,positivo
60826,positivo
60827,positivo
60828,positivo
60829,positivo
60830,positivo
60831,positivo
60832,positivo
60833,negativo
60834,positivo
60835,positivo
60836,positivo
60837,negativo
60838,positivo
60839,positivo
60840,positivo
60841,positivo
60842,positivo
60843,positivo
60844,positivo
60845,positivo
60846,negativo
60847,negativo
60848,positivo
60849,negativo
60850,positivo
60851,negativo
60852,positivo
60853,negativo
60854,positivo
60855,positivo
60856,negativo
60857,negativo
60858,positivo
60859,positivo
60860,negativo
60861,positivo
60862,positivo
60863,negativo
60864,positivo
60865,negativo
60866,positivo
60867,positivo
60868,positivo
60869,positivo
60870,negativo
60871,negativo
60872,positivo
60873,positivo
60874,positivo
60875,positivo
60876,positivo
60877,negativo
60878,negativo
60879,positivo
60880,negativo
60881,positivo
60882,negativo
60883,negativo
60884,negativo
60885,positivo
60886,positivo
60887,positivo
60888,negativo
60889,positivo
60890,positivo
60891,negativo
60892,positivo
60893,negativo
60894,positivo
60895,positivo
60896,negativo
60897,positivo
60898,negativo
60899,positivo
60900,negativo
60901,positivo
60902,positivo
60903,negativo
60904,positivo
60905,positivo
60906,positivo
60907,negativo
60908,positivo
60909,positivo
60910,positivo
60911,positivo
60912,positivo
60913,positivo
60914,negativo
60915,negativo
60916,positivo
60917,negativo
60918,positivo
60919,positivo
60920,positivo
60921,positivo
60922,positivo
60923,positivo
60924,positivo
60925,negativo
60926,positivo
60927,positivo
60928,negativo
60929,negativo
60930,negativo
60931,negativo
60932,positivo
60933,negativo
60934,negativo
60935,positivo
60936,negativo
60937,negativo
60938,negativo
60939,negativo
60940,negativo
60941,negativo
60942,negativo
60943,negativo
60944,negativo
60945,positivo
60946,negativo
60947,negativo
60948,positivo
60949,negativo
60950,negativo
60951,negativo
60952,negativo
60953,negativo
60954,positivo
60955,positivo
60956,negativo
60957,positivo
60958,negativo
60959,negativo
60960,positivo
60961,negativo
60962,positivo
60963,positivo
60964,negativo
60965,negativo
60966,positivo
60967,positivo
60968,positivo
60969,negativo
60970,positivo
60971,positivo
60972,negativo
60973,negativo
60974,negativo
60975,negativo
60976,positivo
60977,positivo
60978,positivo
60979,positivo
60980,positivo
60981,positivo
60982,positivo
60983,positivo
60984,positivo
60985,negativo
60986,negativo
60987,positivo
60988,positivo
60989,negativo
60990,negativo
60991,positivo
60992,positivo
60993,positivo
60994,negativo
60995,positivo
60996,positivo
60997,positivo
60998,negativo
60999,positivo
61000,positivo
61001,positivo
61002,positivo
61003,positivo
61004,negativo
61005,positivo
61006,positivo
61007,negativo
61008,positivo
61009,negativo
61010,negativo
61011,positivo
61012,negativo
61013,negativo
61014,negativo
61015,negativo
61016,positivo
61017,positivo
61018,positivo
61019,positivo
61020,positivo
61021,positivo
61022,negativo
61023,negativo
61024,positivo
61025,positivo
61026,negativo
61027,negativo
61028,positivo
61029,negativo
61030,positivo
61031,positivo
61032,positivo
61033,positivo
61034,negativo
61035,positivo
61036,positivo
61037,positivo
61038,positivo
61039,negativo
61040,negativo
61041,positivo
61042,positivo
61043,positivo
61044,positivo
61045,negativo
61046,negativo
61047,negativo
61048,positivo
61049,negativo
61050,negativo
61051,negativo
61052,negativo
61053,negativo
61054,positivo
61055,negativo
61056,negativo
61057,positivo
61058,negativo
61059,negativo
61060,negativo
61061,negativo
61062,negativo
61063,negativo
61064,positivo
61065,negativo
61066,positivo
61067,positivo
61068,negativo
61069,positivo
61070,positivo
61071,positivo
61072,positivo
61073,negativo
61074,negativo
61075,positivo
61076,negativo
61077,positivo
61078,positivo
61079,negativo
61080,negativo
61081,positivo
61082,positivo
61083,negativo
61084,negativo
61085,positivo
61086,negativo
61087,negativo
61088,negativo
61089,positivo
61090,positivo
61091,negativo
61092,negativo
61093,positivo
61094,positivo
61095,positivo
61096,positivo
61097,negativo
61098,positivo
61099,negativo
61100,negativo
61101,negativo
61102,positivo
61103,negativo
61104,negativo
61105,negativo
61106,positivo
61107,positivo
61108,positivo
61109,positivo
61110,negativo
61111,positivo
61112,positivo
61113,positivo
61114,positivo
61115,negativo
61116,positivo
61117,negativo
61118,negativo
61119,positivo
61120,positivo
61121,negativo
61122,negativo
61123,positivo
61124,positivo
61125,positivo
61126,negativo
61127,positivo
61128,negativo
61129,positivo
61130,positivo
61131,negativo
61132,negativo
61133,negativo
61134,positivo
61135,positivo
61136,negativo
61137,negativo
61138,positivo
61139,positivo
61140,negativo
61141,positivo
61142,negativo
61143,negativo
61144,negativo
61145,negativo
61146,negativo
61147,positivo
61148,negativo
61149,negativo
61150,positivo
61151,positivo
61152,positivo
61153,positivo
61154,positivo
61155,positivo
61156,positivo
61157,negativo
61158,positivo
61159,positivo
61160,positivo
61161,positivo
61162,positivo
61163,positivo
61164,negativo
61165,positivo
61166,negativo
61167,negativo
61168,negativo
61169,negativo
61170,positivo
61171,negativo
61172,negativo
61173,positivo
61174,positivo
61175,negativo
61176,positivo
61177,positivo
61178,positivo
61179,negativo
61180,negativo
61181,positivo
61182,negativo
61183,negativo
61184,negativo
61185,positivo
61186,positivo
61187,positivo
61188,negativo
61189,negativo
61190,positivo
61191,negativo
61192,positivo
61193,positivo
61194,negativo
61195,negativo
61196,negativo
61197,positivo
61198,positivo
61199,positivo
61200,positivo
61201,positivo
61202,positivo
61203,negativo
61204,positivo
61205,positivo
61206,positivo
61207,positivo
61208,positivo
61209,positivo
61210,positivo
61211,negativo
61212,positivo
61213,negativo
61214,positivo
61215,negativo
61216,negativo
61217,positivo
61218,negativo
61219,negativo
61220,positivo
61221,positivo
61222,positivo
61223,positivo
61224,positivo
61225,negativo
61226,positivo
61227,positivo
61228,negativo
61229,positivo
61230,positivo
61231,positivo
61232,positivo
61233,positivo
61234,positivo
61235,positivo
61236,positivo
61237,positivo
61238,positivo
61239,positivo
61240,negativo
61241,positivo
61242,positivo
61243,negativo
61244,positivo
61245,positivo
61246,positivo
61247,negativo
61248,positivo
61249,positivo
61250,positivo
61251,negativo
61252,positivo
61253,negativo
61254,positivo
61255,positivo
61256,positivo
61257,negativo
61258,negativo
61259,positivo
61260,negativo
61261,positivo
61262,positivo
61263,positivo
61264,positivo
61265,positivo
61266,positivo
61267,positivo
61268,positivo
61269,positivo
61270,positivo
61271,positivo
61272,positivo
61273,positivo
61274,positivo
61275,positivo
61276,negativo
61277,positivo
61278,negativo
61279,positivo
61280,positivo
61281,positivo
61282,negativo
61283,positivo
61284,positivo
61285,positivo
61286,positivo
61287,negativo
61288,negativo
61289,positivo
61290,positivo
61291,negativo
61292,negativo
61293,positivo
61294,negativo
61295,positivo
61296,positivo
61297,negativo
61298,positivo
61299,positivo
61300,positivo
61301,positivo
61302,positivo
61303,positivo
61304,positivo
61305,positivo
61306,positivo
61307,positivo
61308,positivo
61309,positivo
61310,positivo
61311,positivo
61312,positivo
61313,negativo
61314,negativo
61315,positivo
61316,negativo
61317,positivo
61318,positivo
61319,negativo
61320,positivo
61321,positivo
61322,negativo
61323,positivo
61324,positivo
61325,positivo
61326,positivo
61327,positivo
61328,negativo
61329,positivo
61330,positivo
61331,positivo
61332,positivo
61333,positivo
61334,positivo
61335,negativo
61336,positivo
61337,positivo
61338,positivo
61339,negativo
61340,positivo
61341,negativo
61342,positivo
61343,positivo
61344,positivo
61345,negativo
61346,positivo
61347,negativo
61348,positivo
61349,positivo
61350,positivo
61351,positivo
61352,negativo
61353,positivo
61354,positivo
61355,positivo
61356,positivo
61357,positivo
61358,negativo
61359,negativo
61360,negativo
61361,positivo
61362,negativo
61363,positivo
61364,negativo
61365,positivo
61366,negativo
61367,positivo
61368,positivo
61369,positivo
61370,positivo
61371,negativo
61372,negativo
61373,positivo
61374,positivo
61375,positivo
61376,positivo
61377,positivo
61378,positivo
61379,positivo
61380,positivo
61381,negativo
61382,positivo
61383,positivo
61384,positivo
61385,positivo
61386,positivo
61387,positivo
61388,negativo
61389,negativo
61390,positivo
61391,positivo
61392,positivo
61393,positivo
61394,positivo
61395,negativo
61396,positivo
61397,positivo
61398,negativo
61399,positivo
61400,positivo
61401,positivo
61402,positivo
61403,positivo
61404,negativo
61405,positivo
61406,positivo
61407,positivo
61408,positivo
61409,negativo
61410,negativo
61411,positivo
61412,positivo
61413,negativo
61414,negativo
61415,positivo
61416,positivo
61417,positivo
61418,positivo
61419,positivo
61420,positivo
61421,positivo
61422,negativo
61423,positivo
61424,negativo
61425,positivo
61426,positivo
61427,positivo
61428,positivo
61429,positivo
61430,positivo
61431,positivo
61432,positivo
61433,positivo
61434,negativo
61435,negativo
61436,negativo
61437,positivo
61438,negativo
61439,positivo
61440,positivo
61441,positivo
61442,positivo
61443,positivo
61444,positivo
61445,positivo
61446,positivo
61447,positivo
61448,positivo
61449,negativo
61450,positivo
61451,positivo
61452,negativo
61453,negativo
61454,positivo
61455,positivo
61456,positivo
61457,positivo
61458,negativo
61459,negativo
61460,negativo
61461,positivo
61462,positivo
61463,positivo
61464,positivo
61465,negativo
61466,positivo
61467,positivo
61468,positivo
61469,positivo
61470,negativo
61471,positivo
61472,negativo
61473,positivo
61474,positivo
61475,positivo
61476,positivo
61477,positivo
61478,positivo
61479,negativo
61480,negativo
61481,positivo
61482,positivo
61483,negativo
61484,positivo
61485,positivo
61486,positivo
61487,positivo
61488,positivo
61489,positivo
61490,positivo
61491,positivo
61492,positivo
61493,positivo
61494,positivo
61495,positivo
61496,positivo
61497,positivo
61498,positivo
61499,negativo
61500,negativo
61501,negativo
61502,positivo
61503,positivo
61504,positivo
61505,positivo
61506,negativo
61507,positivo
61508,negativo
61509,negativo
61510,positivo
61511,negativo
61512,negativo
61513,negativo
61514,negativo
61515,negativo
61516,positivo
61517,negativo
61518,negativo
61519,positivo
61520,negativo
61521,negativo
61522,negativo
61523,positivo
61524,positivo
61525,positivo
61526,positivo
61527,negativo
61528,positivo
61529,positivo
61530,positivo
61531,negativo
61532,negativo
61533,positivo
61534,positivo
61535,positivo
61536,negativo
61537,negativo
61538,positivo
61539,positivo
61540,positivo
61541,positivo
61542,negativo
61543,positivo
61544,positivo
61545,positivo
61546,positivo
61547,positivo
61548,negativo
61549,negativo
61550,positivo
61551,positivo
61552,positivo
61553,positivo
61554,negativo
61555,positivo
61556,positivo
61557,positivo
61558,positivo
61559,positivo
61560,positivo
61561,negativo
61562,negativo
61563,positivo
61564,negativo
61565,positivo
61566,positivo
61567,positivo
61568,positivo
61569,positivo
61570,positivo
61571,positivo
61572,negativo
61573,positivo
61574,negativo
61575,positivo
61576,negativo
61577,positivo
61578,negativo
61579,negativo
61580,positivo
61581,negativo
61582,positivo
61583,positivo
61584,positivo
61585,negativo
61586,positivo
61587,negativo
61588,positivo
61589,positivo
61590,positivo
61591,positivo
61592,negativo
61593,positivo
61594,positivo
61595,positivo
61596,positivo
61597,positivo
61598,positivo
61599,positivo
61600,negativo
61601,positivo
61602,positivo
61603,positivo
61604,positivo
61605,negativo
61606,positivo
61607,positivo
61608,negativo
61609,positivo
61610,positivo
61611,positivo
61612,negativo
61613,negativo
61614,positivo
61615,negativo
61616,negativo
61617,negativo
61618,negativo
61619,positivo
61620,positivo
61621,negativo
61622,positivo
61623,negativo
61624,positivo
61625,positivo
61626,positivo
61627,positivo
61628,positivo
61629,positivo
61630,positivo
61631,positivo
61632,positivo
61633,positivo
61634,negativo
61635,negativo
61636,positivo
61637,positivo
61638,positivo
61639,positivo
61640,positivo
61641,positivo
61642,positivo
61643,positivo
61644,positivo
61645,positivo
61646,positivo
61647,positivo
61648,positivo
61649,positivo
61650,positivo
61651,positivo
61652,positivo
61653,negativo
61654,negativo
61655,positivo
61656,negativo
61657,positivo
61658,positivo
61659,negativo
61660,negativo
61661,negativo
61662,negativo
61663,positivo
61664,negativo
61665,negativo
61666,positivo
61667,negativo
61668,positivo
61669,negativo
61670,positivo
61671,positivo
61672,positivo
61673,positivo
61674,positivo
61675,positivo
61676,positivo
61677,positivo
61678,positivo
61679,negativo
61680,negativo
61681,negativo
61682,negativo
61683,positivo
61684,positivo
61685,positivo
61686,positivo
61687,positivo
61688,negativo
61689,negativo
61690,positivo
61691,negativo
61692,positivo
61693,negativo
61694,negativo
61695,positivo
61696,positivo
61697,positivo
61698,positivo
61699,positivo
61700,positivo
61701,negativo
61702,negativo
61703,negativo
61704,positivo
61705,positivo
61706,positivo
61707,negativo
61708,negativo
61709,positivo
61710,positivo
61711,negativo
61712,positivo
61713,positivo
61714,negativo
61715,positivo
61716,positivo
61717,positivo
61718,positivo
61719,negativo
61720,negativo
61721,positivo
61722,positivo
61723,positivo
61724,positivo
61725,negativo
61726,positivo
61727,positivo
61728,negativo
61729,positivo
61730,positivo
61731,positivo
61732,positivo
61733,positivo
61734,positivo
61735,positivo
61736,positivo
61737,positivo
61738,positivo
61739,negativo
61740,negativo
61741,negativo
61742,positivo
61743,negativo
61744,positivo
61745,negativo
61746,positivo
61747,positivo
61748,positivo
61749,negativo
61750,positivo
61751,negativo
61752,negativo
61753,negativo
61754,negativo
61755,positivo
61756,positivo
61757,positivo
61758,positivo
61759,negativo
61760,positivo
61761,positivo
61762,positivo
61763,negativo
61764,positivo
61765,negativo
61766,positivo
61767,positivo
61768,positivo
61769,negativo
61770,negativo
61771,positivo
61772,positivo
61773,positivo
61774,negativo
61775,positivo
61776,negativo
61777,negativo
61778,negativo
61779,positivo
61780,negativo
61781,negativo
61782,negativo
61783,negativo
61784,negativo
61785,negativo
61786,positivo
61787,positivo
61788,positivo
61789,positivo
61790,positivo
61791,negativo
61792,positivo
61793,positivo
61794,positivo
61795,positivo
61796,positivo
61797,positivo
61798,positivo
61799,negativo
61800,positivo
61801,negativo
61802,positivo
61803,positivo
61804,negativo
61805,positivo
61806,positivo
61807,negativo
61808,positivo
61809,positivo
61810,positivo
61811,positivo
61812,negativo
61813,positivo
61814,positivo
61815,positivo
61816,negativo
61817,positivo
61818,negativo
61819,positivo
61820,negativo
61821,positivo
61822,positivo
61823,positivo
61824,negativo
61825,positivo
61826,positivo
61827,positivo
61828,negativo
61829,positivo
61830,positivo
61831,negativo
61832,positivo
61833,positivo
61834,positivo
61835,positivo
61836,negativo
61837,positivo
61838,positivo
61839,positivo
61840,positivo
61841,negativo
61842,positivo
61843,positivo
61844,positivo
61845,positivo
61846,positivo
61847,positivo
61848,positivo
61849,positivo
61850,positivo
61851,positivo
61852,positivo
61853,positivo
61854,positivo
61855,negativo
61856,positivo
61857,negativo
61858,positivo
61859,positivo
61860,negativo
61861,positivo
61862,positivo
61863,positivo
61864,positivo
61865,positivo
61866,positivo
61867,negativo
61868,positivo
61869,positivo
61870,positivo
61871,positivo
61872,positivo
61873,negativo
61874,negativo
61875,positivo
61876,negativo
61877,positivo
61878,positivo
61879,positivo
61880,positivo
61881,positivo
61882,positivo
61883,positivo
61884,positivo
61885,negativo
61886,positivo
61887,positivo
61888,positivo
61889,positivo
61890,positivo
61891,negativo
61892,negativo
61893,negativo
61894,positivo
61895,positivo
61896,negativo
61897,positivo
61898,positivo
61899,positivo
61900,positivo
61901,positivo
61902,positivo
61903,positivo
61904,positivo
61905,positivo
61906,positivo
61907,positivo
61908,positivo
61909,positivo
61910,positivo
61911,positivo
61912,positivo
61913,positivo
61914,negativo
61915,positivo
61916,negativo
61917,positivo
61918,positivo
61919,positivo
61920,positivo
61921,positivo
61922,positivo
61923,positivo
61924,negativo
61925,positivo
61926,positivo
61927,negativo
61928,positivo
61929,positivo
61930,negativo
61931,positivo
61932,positivo
61933,positivo
61934,positivo
61935,negativo
61936,positivo
61937,positivo
61938,positivo
61939,negativo
61940,negativo
61941,negativo
61942,negativo
61943,positivo
61944,positivo
61945,negativo
61946,positivo
61947,positivo
61948,negativo
61949,positivo
61950,negativo
61951,positivo
61952,positivo
61953,positivo
61954,negativo
61955,positivo
61956,positivo
61957,positivo
61958,positivo
61959,positivo
61960,positivo
61961,negativo
61962,positivo
61963,positivo
61964,positivo
61965,negativo
61966,positivo
61967,positivo
61968,positivo
61969,positivo
61970,negativo
61971,negativo
61972,negativo
61973,positivo
61974,negativo
61975,negativo
61976,positivo
61977,positivo
61978,positivo
61979,positivo
61980,positivo
61981,positivo
61982,positivo
61983,positivo
61984,negativo
61985,positivo
61986,positivo
61987,positivo
61988,positivo
61989,positivo
61990,positivo
61991,positivo
61992,positivo
61993,positivo
61994,positivo
61995,positivo
61996,negativo
